,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84
49,1,0,1,0,1.0,0,0,1,0.5,0,0,1,0.6666666666666666,0,1,0,0.5,0,0,1,0.6,0,1,0,0.5,1,0,0,0.14285714285714285,1,0,0,0.25,0,1,0,0.4444444444444444,0,1,0,0.5,0,0,1,0.36363636363636365,0,0,1,0.4166666666666667,0,0,1,0.46153846153846156,0,0,1,0.5,1,0,0,0.2,1,0,0,0.25,0,1,0,0.35294117647058826,0,0,1,0.4444444444444444,1,1,1,0.05263157894736842,1,1,1,0.1,1,0,0,0.23809523809523808
50,0,1,0,0,1.0,0,0,1,0.5,0,1,0,0.3333333333333333,1,1,1,0.25,1,0,0,0.4,1,0,0,0.5,1,1,1,0.2857142857142857,1,0,0,0.5,1,0,0,0.5555555555555556,0,1,0,0.2,0,0,1,0.18181818181818182,1,0,0,0.5,0,0,1,0.23076923076923078,0,1,0,0.21428571428571427,0,0,1,0.26666666666666666,0,0,1,0.3125,1,1,1,0.17647058823529413,0,1,0,0.2222222222222222,1,0,0,0.3684210526315789,0,0,1,0.3,1,1,1,0.19047619047619047
51,0,1,0,0,1.0,1,1,1,0.5,1,0,0,0.6666666666666666,0,0,1,0.25,0,0,1,0.4,0,1,0,0.16666666666666666,1,1,1,0.2857142857142857,1,0,0,0.375,0,1,0,0.2222222222222222,0,1,0,0.3,0,0,1,0.2727272727272727,0,0,1,0.3333333333333333,0,1,0,0.3076923076923077,1,1,1,0.21428571428571427,1,0,0,0.26666666666666666,1,1,1,0.25,1,1,1,0.29411764705882354,0,1,0,0.2777777777777778,0,0,1,0.2631578947368421,0,0,1,0.3,1,0,0,0.23809523809523808
52,1,0,0,1,1.0,0,0,1,1.0,0,0,1,1.0,0,0,1,1.0,0,0,1,1.0,1,1,1,0.16666666666666666,1,1,1,0.2857142857142857,1,0,0,0.125,0,0,1,0.6666666666666666,1,1,1,0.3,0,0,1,0.6363636363636364,1,1,1,0.3333333333333333,0,1,0,0.07692307692307693,1,1,1,0.35714285714285715,1,0,0,0.13333333333333333,1,0,0,0.1875,1,0,0,0.23529411764705882,1,0,0,0.2777777777777778,0,0,1,0.42105263157894735,0,1,0,0.1,0,0,1,0.42857142857142855
53,0,1,1,1,1.0,1,0,0,0.5,1,1,1,0.6666666666666666,1,0,0,0.5,0,1,0,0.2,0,0,1,0.16666666666666666,0,0,1,0.2857142857142857,0,0,1,0.375,1,1,1,0.3333333333333333,1,0,0,0.3,0,0,1,0.36363636363636365,0,1,0,0.16666666666666666,0,1,0,0.23076923076923078,1,1,1,0.2857142857142857,1,0,0,0.26666666666666666,1,1,1,0.3125,1,0,0,0.29411764705882354,0,1,0,0.2222222222222222,1,1,1,0.3157894736842105,1,1,1,0.35,1,0,0,0.2857142857142857
54,0,0,1,0,1.0,0,1,0,1.0,1,1,1,0.3333333333333333,0,1,0,0.75,1,1,1,0.4,1,1,1,0.5,1,1,1,0.5714285714285714,0,1,0,0.5,1,0,0,0.1111111111111111,1,0,0,0.2,0,0,1,0.09090909090909091,0,0,1,0.16666666666666666,0,0,1,0.23076923076923078,1,1,1,0.35714285714285715,1,1,1,0.4,1,0,0,0.1875,0,1,0,0.29411764705882354,0,0,1,0.2222222222222222,0,0,1,0.2631578947368421,1,0,0,0.2,1,1,1,0.3333333333333333
55,1,1,0,0,1.0,0,1,0,0.5,1,0,0,0.6666666666666666,1,1,1,0.25,0,0,1,0.2,0,1,0,0.3333333333333333,0,1,0,0.42857142857142855,1,0,0,0.375,1,1,1,0.2222222222222222,1,0,0,0.4,0,0,1,0.18181818181818182,0,0,1,0.25,0,1,0,0.3076923076923077,1,1,1,0.21428571428571427,1,1,1,0.26666666666666666,1,1,1,0.3125,0,0,1,0.23529411764705882,0,1,0,0.2777777777777778,0,0,1,0.2631578947368421,0,1,0,0.3,1,0,0,0.23809523809523808
56,0,1,1,1,1.0,0,1,0,0.5,0,1,0,0.6666666666666666,0,1,0,0.75,1,1,1,0.4,1,1,1,0.5,1,1,1,0.5714285714285714,0,0,1,0.125,1,0,0,0.1111111111111111,0,1,0,0.4,0,0,1,0.18181818181818182,0,1,0,0.4166666666666667,1,0,0,0.15384615384615385,1,0,0,0.21428571428571427,1,1,1,0.3333333333333333,1,1,1,0.375,1,1,1,0.4117647058823529,0,1,0,0.3333333333333333,0,0,1,0.15789473684210525,0,1,0,0.35,0,0,1,0.19047619047619047
57,1,0,0,1,1.0,0,1,0,0.5,1,1,1,0.3333333333333333,1,1,1,0.5,1,0,0,0.2,0,0,1,0.3333333333333333,1,0,0,0.2857142857142857,0,0,1,0.375,1,1,1,0.3333333333333333,1,0,0,0.3,0,0,1,0.36363636363636365,1,1,1,0.3333333333333333,0,0,1,0.38461538461538464,0,1,0,0.14285714285714285,0,0,1,0.4,1,0,0,0.25,0,0,1,0.4117647058823529,0,0,1,0.4444444444444444,0,1,0,0.15789473684210525,0,0,1,0.45,0,0,1,0.47619047619047616
58,0,0,0,1,1.0,0,1,0,0.5,0,0,1,0.6666666666666666,0,1,0,0.5,0,0,1,0.6,1,0,0,0.16666666666666666,0,1,0,0.42857142857142855,0,0,1,0.5,1,1,1,0.1111111111111111,1,1,1,0.2,0,0,1,0.45454545454545453,0,0,1,0.5,1,1,1,0.23076923076923078,0,0,1,0.5,1,1,1,0.26666666666666666,0,1,0,0.25,1,1,1,0.29411764705882354,0,0,1,0.4444444444444444,0,1,0,0.2631578947368421,0,0,1,0.45,1,0,0,0.09523809523809523
59,1,1,1,1,1.0,0,1,0,0.5,1,1,1,0.6666666666666666,0,1,0,0.5,1,0,0,0.2,0,1,0,0.5,1,1,1,0.42857142857142855,1,1,1,0.5,1,1,1,0.5555555555555556,0,0,1,0.1,0,0,1,0.18181818181818182,0,1,0,0.3333333333333333,1,0,0,0.15384615384615385,0,0,1,0.21428571428571427,1,0,0,0.2,1,1,1,0.375,1,1,1,0.4117647058823529,1,0,0,0.2222222222222222,0,1,0,0.2631578947368421,1,0,0,0.25,0,0,1,0.19047619047619047
